Date,Category,Subcategory,Dollars,Dollars_last_year,Dollars_3_years_ago,Unit_sales,Unit_sales_last_year,Unit_sales_3_years_ago,Share,Share_last_year,Share_3_years_ago,Percent_change_dollars_1_year,Percent_change_units_1_year,Percent_change_share_1_year,Percent_change_dollars_3_years,Percent_change_units_3_years,Percent_change_share_3_years
10/17/2021,Vegetables,Starchy canned,31674591,28788773,26013048,26610452,27025624,26589224,0.2,0.2,0.2,10,-1.5,2.7,21.8,0.1,-0.5
10/17/2021,Vegetables,Starchy fresh/frozen,78581025,77737551,66495971,27217085,28657679,25596230,0.5,0.5,0.5,1.1,-5,-5.6,18.2,6.3,-3.5
24-10-2021,Alcohol,Other,1093518412,984173461,861042184.1,149978769,156211868,140096743,6.8,6.55,6.55,-2,-4,-8.5,17.3,7.1,-4
24-10-2021,Beverages,Carbonated non-alcoholic,850391258,770703427,679131111,274847328,282281113.4,276043695.6,5.6,5.5,5.5,10.3,-2.1,3,25.2,-1,2.5
24-10-2021,Beverages,Fruit drinks and non-carbonated sugary,862511128,757595593,625607039,274847328,282281113.4,265715198,5.7,5.4,5.1,13.8,5.5,6.2,37.9,19.6,12.8
24-10-2021,Beverages,Other,254560235,244815019,222878034,37024774,37482438,35365671,1.7,1.7,1.8,4,-1.2,-3,14.2,4.7,-6.5
24-10-2021,Beverages,Water,402902658,349201059,296506820,162400208,154508769,142521936,2.7,2.5,2.4,15.4,5.1,7.7,35.9,13.9,11.2
24-10-2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",263400530,256069857,204421404,102606039,105185539,89119472,1.7,1.8,1.7,2.9,-2.5,-4,28.9,15.1,5.4
24-10-2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",545519641,490171482,423425146,142457976,139074515,131150913,3.6,3.5,3.4,11.3,2.4,3.9,28.8,8.6,5.4
24-10-2021,Commercially prepared items,Not sweet packaged/Meals and sides,980237176,868074974,806401304,274847328,282281113.4,276043695.6,6.5,6.2,6.5,12.9,3.3,5.4,21.6,10.4,-0.5
24-10-2021,Commercially prepared items,Not sweet packaged/Snacks,966049172,857545536,791063373,274847328,282281113.4,276043695.6,6.4,6.1,6.4,12.7,2.3,5.1,22.1,1.4,-0.1
24-10-2021,Commercially prepared items,Other,58296008,56196682,46861876,27562973,28252951,24667800,0.4,0.4,0.4,3.7,-2.4,-3.2,24.4,11.7,1.8
24-10-2021,Commercially prepared items,Regular meat fresh/frozen,985302,826664,617525,245980,227710,169537,0,0,0,19.2,7.05,11.2,56.55,22.3625,20.9625
24-10-2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",275328682,276116325,218645735,69632335,72136459,60461611,1.8,2,1.8,-0.3,-3.5,-7,25.9,15.2,3
24-10-2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",92908057,96887433,80948845,41344631,45268299,40312165,0.6,0.7,0.7,-4.1,-8.7,-10.5,14.8,2.6,-6.1
24-10-2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,11.4,3.1,4,6.9,-4.7,-12.6
24-10-2021,Commercially prepared items,Sweet ready-to-eat (bakery items),402660282,357744251,353679489,131010446,123508082,134295124,2.7,2.5,2.9,12.6,6.1,5,13.8,-2.4,-6.8
24-10-2021,Dairy,Cheese,468999067,474412678,400274526,128926124,131263093,120060522,3.1,3.4,3.2,-1.1,-1.8,-7.7,17.2,7.4,-4.1
24-10-2021,Dairy,Other,342161549,334753970,308052932,112954011,114877058,114376527,2.3,2.4,2.5,2.2,-1.7,-4.6,11.1,-1.2,-9.1
24-10-2021,Dairy,Regular-fat milk,11765573,11548689,9159670,7498221,7539063,6579702,0.1,0.1,0.1,1.9,-0.5,-4.9,28.4,14,5.1
24-10-2021,Dairy,Yogurt and other,301403640,289716261,256468033,122826206,124168726,122545762,2,2.1,2.1,4,-1.1,-2.9,17.5,0.2,-3.8
24-10-2021,Fats and oils,Oils,84499951,72504756,59637529,14465523,14671692,12436459,0.6,0.5,0.5,16.5,-1.4,8.8,41.7,16.3,15.9
24-10-2021,Fats and oils,Solids,95159451,95863246,86263304,27844338,29073451,25859111,0.6,0.7,0.7,-0.7,-4.2,-7.4,10.3,7.7,-9.7
24-10-2021,Fruits,Fruit juice,97000398,87911656,81086144,31898786,31343926,30928929,0.6,0.6,0.7,10.3,1.8,3,19.6,3.1,-2.1
24-10-2021,Fruits,Whole canned,80843483,74527945,66344840,30000279,29339514,27982289,0.5,0.5,0.5,8.5,2.3,1.2,21.9,7.2,-0.3
24-10-2021,Fruits,Whole fresh/frozen,645529205,585492241,528345445,231157299,230037213,205523399,4.3,4.2,4.3,10.3,0.5,2.9,22.2,12.5,0
24-10-2021,Grains,Flour and mixes,25100817,24972645,20763856,7895535,8313990,7294376,0.2,0.2,0.2,0.5,-5,-6.2,20.9,8.2,-1.1
24-10-2021,Grains,Frozen/ready to cook,29373022,29247839,24602327,9714426,9990952,8496229,0.2,0.2,0.2,0.4,-2.8,-6.3,19.4,14.3,-2.3
24-10-2021,Grains,Not sweet packaged/Meals and sides,41637954,40732514,34386757,28279159,29254661,25103377,0.3,0.3,0.3,2.2,-3.3,-4.6,21.1,12.7,-0.9
24-10-2021,Grains,Other,73666999,69781041,55610012,28788709,28705870,24539509,0.5,0.5,0.4,5.6,0.3,-1.5,32.5,17.3,8.4
24-10-2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",488783287,469271848,410284289,180136158,186295681,179383070,3.2,3.3,3.3,4.2,-3.3,-2.8,19.1,0.4,-2.5
24-10-2021,"Meats, eggs, and nuts",Eggs,124722178,118061091,112742837,43091646,45746630,44292973,0.8,0.8,0.9,5.6,-5.8,-1.4,10.6,-2.7,-9.5
24-10-2021,"Meats, eggs, and nuts",Fish fresh/frozen,114143698,112616201,81274672,13297055,14966068,11163166,0.8,0.8,0.7,1.4,-11.2,-5.4,40.4,19.1,14.9
24-10-2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,46902053,45296135,43603058,11464414,11274534,11468561,0.3,0.3,0.4,3.5,1.7,-3.4,7.6,0,-12
24-10-2021,"Meats, eggs, and nuts",Nuts and seeds raw,129326397,125202421,120377177,31522551,31185961,34815129,0.9,0.9,1,3.3,1.1,-3.6,7.4,-9.5,-12.1
24-10-2021,"Meats, eggs, and nuts",Other,57833667,56005901,42964630,26826602,26787182,22791527,0.4,0.4,0.3,3.3,0.1,-3.6,34.6,17.7,10.2
24-10-2021,"Meats, eggs, and nuts",Poultry fresh/frozen,454661254,411897454,358356806,81906917,82101643,75861310,3,2.9,2.9,10.4,-0.2,3,26.9,8,3.8
24-10-2021,"Meats, eggs, and nuts",Regular meat canned,30097930,25561375,20094800,12673591,12156772,10633667,0.2,0.2,0.2,17.7,4.3,9.9,49.8,19.2,20.9625
24-10-2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,227783445,236497380,217831736,6.8,6.55,6.55,9,-3.7,1.7,32,4.6,8
24-10-2021,Other,Other,556835945,513076993,393364876,104693527,102930764,85393960,3.7,3.6,3.2,8.5,1.7,1.3,41.6,22.3625,15.8
24-10-2021,Sugar and sweeteners,Raw,66041305,64900459,55353639,17597104,18607681,17575936,0.4,0.5,0.4,1.8,-5.4,-5,19.3,0.1,-2.4
24-10-2021,Vegetables,Dark green canned,588941,451242,531991,482039,429101,521730,0,0,0,28.95,7.05,17.8,10.7,-7.6,-9.4
24-10-2021,Vegetables,Dark green fresh/frozen,221045098,219666226,179206562,78421136,82976744,71211550,1.5,1.6,1.4,0.6,-5.5,-6.1,23.3,10.1,0.9
24-10-2021,Vegetables,Legumes canned,47833237,46736229,40138715,38789978,39394601,35944259,0.3,0.3,0.3,2.3,-1.5,-4.5,19.2,7.9,-2.5
24-10-2021,Vegetables,Legumes fresh/frozen,36047945,35770475,30883817,15280687,15806139,14493808,0.2,0.3,0.2,0.8,-3.3,-6,16.7,5.4,-4.5
24-10-2021,Vegetables,"Not sweet canned (soups, sauces, etc)",8988872,9122536,7635334,2146917,2296438,2014909,0.1,0.1,0.1,-1.5,-6.5,-8.1,17.7,6.6,-3.7
24-10-2021,Vegetables,Orange canned,1346270,962901,1046728,1537549,1002031,1301037,0,0,0,28.95,7.05,17.8,28.6,18.2,5.2
24-10-2021,Vegetables,Orange fresh/frozen,81259883,77964187,80345509,31935616,32774160,31692569,0.5,0.6,0.6,4.2,-2.6,-2.7,1.1,0.8,-17.2
24-10-2021,Vegetables,Other,122602152,123022780,102794922,57247649,60031191,52551220,0.8,0.9,0.8,-0.3,-4.6,-7,19.3,8.9,-2.4
24-10-2021,Vegetables,Other-mostly water canned,60707200,59996519,49331259,25690131,26478711,22897734,0.4,0.4,0.4,1.2,-3,-5.6,23.1,12.2,0.7
24-10-2021,Vegetables,Other-mostly water fresh/frozen,151971175,155358823,132216485,82956608,88329376,75908102,1,1.1,1.1,-2.2,-6.1,-8.7,14.9,9.3,-5.9
24-10-2021,Vegetables,Other-nutrient-dense canned,36629452,38492146,34088981,33803085,36913679,34036658,0.2,0.3,0.3,-4.8,-8.4,-11.2,7.5,-0.7,-12.1
24-10-2021,Vegetables,Other-nutrient-dense fresh/frozen,136551585,140966416,115867591,75020803,79746706,68828190,0.9,1,0.9,-3.1,-5.9,-9.6,17.9,9,-3.6
24-10-2021,Vegetables,Starchy canned,32465249,30228926,25109198,27140202,27750143,25296877,0.2,0.2,0.2,7.4,-2.2,0.2,29.3,7.3,5.8
24-10-2021,Vegetables,Starchy fresh/frozen,76590763,76768599,64145141,27022839,28586784,24358280,0.5,0.5,0.5,-0.2,-5.5,-6.9,19.4,10.9,-2.3
10/31/2021,Alcohol,Other,1093518412,984173461,861042184.1,152411203,159846272,142635542,6.8,6.55,6.55,-3.2,-4.7,-7.8,19.4,6.9,-0.6
10/31/2021,Beverages,Carbonated non-alcoholic,843544142,771676031,693077407,274847328,282281113.4,276043695.6,5.5,5.3,5.4,9.3,-2.5,4.2,21.7,-2.7,1.4
10/31/2021,Beverages,Fruit drinks and non-carbonated sugary,837811423,741818829,633171327,274847328,282281113.4,266451960,5.5,5.1,5,12.9,4.8,7.6,32.3,15.3,10.2
10/31/2021,Beverages,Other,252225367,255753213,234390375,36449960,38815759,37326873,1.6,1.8,1.8,-1.4,-6.1,-6,7.6,-2.3,-10.4
10/31/2021,Beverages,Water,385156406,340828731,298007949,154845930,149802929,142826944,2.5,2.3,2.3,13,3.4,7.7,29.2,8.4,7.6
10/31/2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",263789048,261407657,213536552,102677622,107229868,93900559,1.7,1.8,1.7,0.9,-4.2,-3.8,23.5,9.3,2.9
10/31/2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",533567698,496375512,432639734,138746052,140707682,134023722,3.5,3.4,3.4,7.5,-1.4,2.4,23.3,3.5,2.7
10/31/2021,Commercially prepared items,Not sweet packaged/Meals and sides,989933445,897309656,831070394,274847328,282281113.4,276043695.6,6.5,6.2,6.5,10.3,0.3,5.1,19.1,4.5,-0.8
10/31/2021,Commercially prepared items,Not sweet packaged/Snacks,967605918,877503883,785732529,274847328,282281113.4,276043695.6,6.3,6,6.2,10.3,0.4,5.1,23.1,2.1,2.6
10/31/2021,Commercially prepared items,Other,59918340,59455048,48737409,28632945,30095834,25188275,0.4,0.4,0.4,0.8,-4.9,-4,22.9,13.7,2.4
10/31/2021,Commercially prepared items,Regular meat fresh/frozen,977893,813497,636127,234247,222709,173387,0,0,0,20.2,5.2,14.5,53.7,22.3625,20.9625
10/31/2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",262040492,262285021,211109046,66408549,68886467,58694449,1.7,1.8,1.7,-0.1,-3.6,-4.8,24.1,13.1,3.4
10/31/2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",98949891,109150261,82264717,43889883,50684961,41883234,0.6,0.7,0.6,-9.3,-13.4,-13.6,20.3,4.8,0.2
10/31/2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,6.8,1.2,1.8,11.4,-2.3,-7.2
10/31/2021,Commercially prepared items,Sweet ready-to-eat (bakery items),414770179,367631786,347963961,131154158,125274988,131679690,2.7,2.5,2.7,12.8,4.7,7.5,19.2,-0.4,-0.7
10/31/2021,Dairy,Cheese,475049518,488108103,409179777,130170736,135373510,122432503,3.1,3.3,3.2,-2.7,-3.8,-7.3,16.1,6.3,-3.3
10/31/2021,Dairy,Other,342525249,338489213,310387622,112856238,115591487,115533800,2.2,2.3,2.4,1.2,-2.4,-3.6,10.4,-2.3,-8.1
10/31/2021,Dairy,Regular-fat milk,12537767,13209999,10549716,8023897,8724864,7940206,0.1,0.1,0.1,-5.1,-8,-9.6,18.8,1.1,-1
10/31/2021,Dairy,Yogurt and other,298590261,292126405,258277313,120205678,124201997,124455233,2,2,2,2.2,-3.2,-2.6,15.6,-3.4,-3.7
10/31/2021,Fats and oils,Oils,82847714,74013512,64131770,14041634,14963629,13529752,0.5,0.5,0.5,11.9,-6.2,6.7,29.2,3.8,7.6
10/31/2021,Fats and oils,Solids,94790941,102070777,94014028,27179371,31226688,29113314,0.6,0.7,0.7,-7.1,-13,-11.5,0.8,-6.6,-16
10/31/2021,Fruits,Fruit juice,97867266,90709534,83360551,31867658,32326951,31190715,0.6,0.6,0.7,7.9,-1.4,2.8,17.4,2.2,-2.2
10/31/2021,Fruits,Whole canned,80629753,76592514,69877552,30382666,30521072,30524050,0.5,0.5,0.5,5.3,-0.5,0.3,15.4,-0.5,-3.9
10/31/2021,Fruits,Whole fresh/frozen,632330108,576290978,523735522,227662998,229200943,203988583,4.1,4,4.1,9.7,-0.7,4.6,20.7,11.6,0.6
10/31/2021,Grains,Flour and mixes,25250770,27258182,22042898,7951773,9221661,7912472,0.2,0.2,0.2,-7.4,-13.8,-11.7,14.6,0.5,-4.6
10/31/2021,Grains,Frozen/ready to cook,29605429,30217254,25735185,9624045,10278651,9048311,0.2,0.2,0.2,-2,-6.4,-6.6,15,6.4,-4.2
10/31/2021,Grains,Not sweet packaged/Meals and sides,41187145,41839760,36080363,27979406,29034630,26863705,0.3,0.3,0.3,-1.6,-3.6,-6.2,14.2,4.2,-4.9
10/31/2021,Grains,Other,71737900,71791325,58375044,28322345,29313173,26288762,0.5,0.5,0.5,-0.1,-3.4,-4.8,22.9,7.7,2.4
10/31/2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",488992808,479016248,413674932,180957122,190830348,181300998,3.2,3.3,3.2,2.1,-5.2,-2.7,18.2,-0.2,-1.5
10/31/2021,"Meats, eggs, and nuts",Eggs,124160479,122499808,116440725,42642786,46178610,45907167,0.8,0.8,0.9,1.4,-7.7,-3.4,6.6,-7.1,-11.2
10/31/2021,"Meats, eggs, and nuts",Fish fresh/frozen,113138758,112349755,83606946,13285823,14976069,11591930,0.7,0.8,0.7,0.7,-11.3,-4,35.3,14.6,12.7
10/31/2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,45310638,46168340,43383367,11018206,11299103,11201686,0.3,0.3,0.3,-1.9,-2.5,-6.5,4.4,-1.6,-13
10/31/2021,"Meats, eggs, and nuts",Nuts and seeds raw,126405501,128249095,122062023,30320728,31252616,34270966,0.8,0.9,1,-1.4,-3,-6.1,3.6,-11.5,-13.7
10/31/2021,"Meats, eggs, and nuts",Other,55664475,57022492,44419598,25507602,26819592,22881289,0.4,0.4,0.3,-2.4,-4.9,-7,25.3,11.5,4.4
10/31/2021,"Meats, eggs, and nuts",Poultry fresh/frozen,465267008,420206287,377012802,81524065,82745166,78002212,3,2.9,3,10.7,-1.5,5.5,23.4,4.5,2.8
10/31/2021,"Meats, eggs, and nuts",Regular meat canned,28487384,26689002,21232143,11953792,12407668,11239744,0.2,0.2,0.2,6.7,-3.7,1.7,34.2,6.4,11.8
10/31/2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,224326514,236494981,223489567,6.8,6.55,6.55,6.3,-5.1,1.3,25.6,0.4,4.6
10/31/2021,Other,Other,549818417,523495237,427217855,103930832,105668256,91036779,3.6,3.6,3.4,5,-1.6,0.1,28.7,14.2,7.2
10/31/2021,Sugar and sweeteners,Raw,65772562,68970329,58081442,17759012,19826696,18813966,0.4,0.5,0.5,-4.6,-10.4,-9.1,13.2,-5.6,-5.7
10/31/2021,Vegetables,Dark green canned,612633,432879,584847,512984,407197,583576,0,0,0,28.95,7.05,17.8,4.8,-12.1,-12.8
10/31/2021,Vegetables,Dark green fresh/frozen,218571275,217245199,182729622,77815330,81637794,72793984,1.4,1.5,1.4,0.6,-4.7,-4.1,19.6,6.9,-0.4
10/31/2021,Vegetables,Legumes canned,48837190,50175662,40936196,40097571,42877052,36866129,0.3,0.3,0.3,-2.7,-6.5,-7.3,19.3,8.8,-0.6
10/31/2021,Vegetables,Legumes fresh/frozen,35410862,36945277,31623003,15128081,16550502,14902652,0.2,0.3,0.2,-4.2,-8.6,-8.7,12,1.5,-6.7
10/31/2021,Vegetables,"Not sweet canned (soups, sauces, etc)",8878827,9143136,7716819,2102229,2318700,2021995,0.1,0.1,0.1,-2.9,-9.3,-7.5,15.1,4,-4.2
10/31/2021,Vegetables,Orange canned,1354281,1048030,1114654,1542822,1159630,1409533,0,0,0,28.95,7.05,17.8,21.5,9.5,1.2
10/31/2021,Vegetables,Orange fresh/frozen,80715233,72802395,54471046,31650250,31728852,26281077,0.5,0.5,0.4,10.9,-0.2,5.6,48.2,20.4,20.9625
10/31/2021,Vegetables,Other,122449651,125275114,106036132,56810323,60780414,54095274,0.8,0.9,0.8,-2.3,-6.5,-6.9,15.5,5,-3.8
10/31/2021,Vegetables,Other-mostly water canned,61225832,61746977,51382507,26118367,27494501,23926665,0.4,0.4,0.4,-0.8,-5,-5.5,19.2,9.2,-0.8
10/31/2021,Vegetables,Other-mostly water fresh/frozen,152538125,157327994,134382705,83526115,90004886,76429507,1,1.1,1.1,-3,-7.2,-7.6,13.5,9.3,-5.5
10/31/2021,Vegetables,Other-nutrient-dense canned,39481493,42816613,34778623,36312687,40844363,35594885,0.3,0.3,0.3,-7.8,-11.1,-12.1,13.5,2,-5.4
10/31/2021,Vegetables,Other-nutrient-dense fresh/frozen,137751937,142464177,117706471,75207908,80630280,69010252,0.9,1,0.9,-3.3,-6.7,-7.9,17,9,-2.5
10/31/2021,Vegetables,Starchy canned,33900674,33150583,30646492,28216497,30804100,32131423,0.2,0.2,0.2,2.3,-8.4,-2.6,10.6,-12.2,-7.9
10/31/2021,Vegetables,Starchy fresh/frozen,75372134,78290307,64832292,26062656,29170384,24517405,0.5,0.5,0.5,-3.7,-10.7,-8.3,16.3,6.3,-3.2
7/11/2021,Alcohol,Other,1093518412,984173461,861042184.1,144996813,156706180,138387811,6.8,6.55,6.55,-5.7,-7.5,-10,15.1,4.8,-2.8
7/11/2021,Beverages,Carbonated non-alcoholic,833750389,782380451,688355870,274847328,282281113.4,276043695.6,5.5,5.4,5.4,6.6,-6.5,1.8,21.1,-2.6,2.3
7/11/2021,Beverages,Fruit drinks and non-carbonated sugary,828564173,761926901,630033608,274847328,282281113.4,262033428,5.5,5.3,5,8.7,0.9,3.8,31.5,15.7,11.1
7/11/2021,Beverages,Other,263533164,258286741,243129493,38392572,39417947,39289185,1.8,1.8,1.9,2,-2.6,-2.6,8.4,-2.3,-8.5
7/11/2021,Beverages,Water,377854224,353729102,293365478,152508787,154328455,139568010,2.5,2.5,2.3,6.8,-1.2,2,28.8,9.3,8.8
7/11/2021,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",270499338,267790731,226847961,106199422,110488271,101732579,1.8,1.9,1.8,1,-3.9,-3.5,19.2,4.4,0.7
7/11/2021,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",552518427,515743732,456280300,143505297,147006014,140005821,3.7,3.6,3.6,7.1,-2.4,2.3,21.1,2.5,2.3
7/11/2021,Commercially prepared items,Not sweet packaged/Meals and sides,1020400248,918723542,861042184.1,274847328,282281113.4,276043695.6,6.8,6.4,6.55,11.1,0.6,6.1,16.7,1.5,-1.4
7/11/2021,Commercially prepared items,Not sweet packaged/Snacks,935445633,842451630,784551233,274847328,282281113.4,276043695.6,6.2,5.9,6.2,11,0.3,6,19.2,-1.3,0.7
7/11/2021,Commercially prepared items,Other,61536843,59759427,54616958,28873586,29632187,28052272,0.4,0.4,0.4,3,-2.6,-1.7,12.7,2.9,-4.8
7/11/2021,Commercially prepared items,Regular meat fresh/frozen,946775,822459,571892,250547,221967,162449,0,0,0,15.1,7.05,9.9,56.55,22.3625,20.9625
7/11/2021,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",257665865,265821695,225076776,65116831,69575420,63765114,1.7,1.9,1.8,-3.1,-6.4,-7.4,14.5,2.1,-3.3
7/11/2021,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",95408532,97983739,91084568,43989570,47079272,48120616,0.6,0.7,0.7,-2.6,-6.6,-7,4.7,-8.6,-11.5
7/11/2021,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1080516613,956459595,827004361,274847328,282281113.4,276043695.6,6.8,6.55,6.5,13,5.2,7.9,30.7,5.4,10.3
7/11/2021,Commercially prepared items,Sweet ready-to-eat (bakery items),394135248,349558715,349269169,127907545,122029532,135289359,2.6,2.4,2.8,12.8,4.8,7.7,12.8,-5.5,-4.7
7/11/2021,Dairy,Cheese,476869684,487596866,429190385,130433243,135501252,133585890,3.2,3.4,3.4,-2.2,-3.7,-6.6,11.1,-2.4,-6.2
7/11/2021,Dairy,Other,348202332,341642397,321145394,113192151,116315705,119036036,2.3,2.4,2.5,1.9,-2.7,-2.7,8.4,-4.9,-8.4
7/11/2021,Dairy,Regular-fat milk,14279666,14293630,13417083,9345584,9464281,10265258,0.1,0.1,0.1,-0.1,-1.3,-4.6,6.4,-9,-10.1
7/11/2021,Dairy,Yogurt and other,302557088,292222138,267270757,122879383,125497341,127489647,2,2,2.1,3.5,-2.1,-1.1,13.2,-3.6,-4.4
7/11/2021,Fats and oils,Oils,86745888,79620504,71406249,14369282,16084669,15080452,0.6,0.6,0.6,8.9,-10.7,4,21.5,-4.7,2.6
7/11/2021,Fats and oils,Solids,102533139,105732851,107101833,30364145,33442685,34179881,0.7,0.7,0.8,-3,-9.2,-7.4,-4.3,-11.2,-19.2
7/11/2021,Fruits,Fruit juice,96124088,90286821,82648915,31583849,31867259,30597051,0.6,0.6,0.7,6.5,-0.9,1.7,16.3,3.2,-1.8
7/11/2021,Fruits,Whole canned,84916063,80422510,78381722,33058668,33077290,35761409,0.6,0.6,0.6,5.6,-0.1,0.8,8.3,-7.6,-8.5
7/11/2021,Fruits,Whole fresh/frozen,621320587,579738824,529505642,225761652,229480663,206476587,4.1,4,4.2,7.2,-1.6,2.3,17.3,9.3,-0.9
7/11/2021,Grains,Flour and mixes,26858654,27736860,25117376,8771006,9713909,9268413,0.2,0.2,0.2,-3.2,-9.7,-7.5,6.9,-5.4,-9.7
7/11/2021,Grains,Frozen/ready to cook,32150877,31220024,28920048,10377124,10634161,9966027,0.2,0.2,0.2,3,-2.4,-1.7,11.2,4.1,-6.1
7/11/2021,Grains,Not sweet packaged/Meals and sides,42132384,44053294,38686119,28655834,32139907,29698406,0.3,0.3,0.3,-4.4,-10.8,-8.7,8.9,-3.5,-8
7/11/2021,Grains,Other,74236108,74358350,62751111,29550181,30355715,28012470,0.5,0.5,0.5,-0.2,-2.7,-4.7,18.3,5.5,-0.1
7/11/2021,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",494057515,480967274,426661197,183206218,191276827,186106735,3.3,3.3,3.4,2.7,-4.2,-1.9,15.8,-1.6,-2.2
7/11/2021,"Meats, eggs, and nuts",Eggs,126694607,126273585,123160139,44673741,47707704,49196017,0.8,0.9,1,0.3,-6.4,-4.2,2.9,-9.2,-13.1
7/11/2021,"Meats, eggs, and nuts",Fish fresh/frozen,113883959,115575629,85546467,13285990,15237561,11809533,0.8,0.8,0.7,-1.5,-12.8,-5.9,33.1,12.5,12.4
7/11/2021,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,44734928,46165617,45558150,10729484,11287864,11900206,0.3,0.3,0.4,-3.1,-4.9,-7.5,-1.8,-9.8,-17.1
7/11/2021,"Meats, eggs, and nuts",Nuts and seeds raw,131234979,131075671,135742628,31284853,32154210,37740969,0.9,0.9,1.1,0.1,-2.7,-4.4,-3.3,-17.1,-18.4
7/11/2021,"Meats, eggs, and nuts",Other,56415735,58487070,46541012,26066958,27999551,24007223,0.4,0.4,0.4,-3.5,-6.9,-7.9,21.2,8.6,2.4
7/11/2021,"Meats, eggs, and nuts",Poultry fresh/frozen,518046257,463086549,444030647,86558157,88372112,86034951,3.4,3.2,3.5,11.9,-2.1,6.8,16.7,0.6,-1.5
7/11/2021,"Meats, eggs, and nuts",Regular meat canned,29380113,27837778,22945730,12621808,13184239,12223100,0.2,0.2,0.2,5.5,-4.3,0.8,28,3.3,8.1
7/11/2021,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,228423924,242730896,229103785,6.8,6.55,6.55,5.6,-5.9,0.9,23.6,-0.3,4.4
7/11/2021,Other,Other,576688579,553934575,445925288,107910132,109590537,96474516,3.8,3.9,3.5,4.1,-1.5,-0.6,29.3,11.9,9.2
7/11/2021,Sugar and sweeteners,Raw,68737000,70225062,65035536,18756968,20266880,22040211,0.5,0.5,0.5,-2.1,-7.5,-6.5,5.7,-14.9,-10.7
7/11/2021,Vegetables,Dark green canned,646169,516636,645770,541546,474319,662084,0,0,0,25.1,7.05,17.8,0.1,-18.2,-15.5
7/11/2021,Vegetables,Dark green fresh/frozen,221737614,220760381,186274637,78910408,83742892,74732881,1.5,1.5,1.5,0.4,-5.8,-4.1,19,5.6,0.5
7/11/2021,Vegetables,Legumes canned,48038103,47493429,42164856,39023621,40394846,37964818,0.3,0.3,0.3,1.1,-3.4,-3.4,13.9,2.8,-3.8
7/11/2021,Vegetables,Legumes fresh/frozen,36599097,37865006,33806911,15812971,16987983,16064046,0.2,0.3,0.3,-3.3,-6.9,-7.7,8.3,-1.6,-8.6
7/11/2021,Vegetables,"Not sweet canned (soups, sauces, etc)",8910166,9152188,7843866,2086349,2294136,2136727,0.1,0.1,0.1,-2.6,-9.1,-7,13.6,-2.4,-4.1
7/11/2021,Vegetables,Orange canned,1426408,1211934,1308652,1651769,1476244,1747291,0,0,0,17.7,7.05,12.4,9,-5.5,-7.9
